PU_Borough,DO_Borough,pickup_ampm,pickup_hour,pickup_min_block,avg_duration,var_duration,TLI,avg_passenger_count,avg_trip_distance,avg_total_amount
Bronx,Brooklyn,PM,6,45,59,1151,0.33,1.04,10.79,62.57
Manhattan,EWR,PM,1,45,43,770,0.3,1.656387665198238,17.35,99.12
Queens,EWR,AM,1,30,46,392,0.14,1.1538461538461535,30.46,134.32
Manhattan,EWR,PM,2,0,44,797,0.3,1.6516438862209089,76.19,99.07
Brooklyn,Staten Island,PM,10,30,35,653,0.31,1.0,6.36,53.12
Brooklyn,Bronx,PM,6,45,54,1095,0.34,1.0277777777777777,14.35,62.55
Bronx,Brooklyn,PM,7,0,54,977,0.3,1.0,7.3,61.93
Brooklyn,Bronx,AM,4,30,29,411,0.23,1.0,10.69,57.3
Manhattan,Bronx,PM,2,15,34,1146,0.57,1.308955223880597,8.21,36.56
Queens,Manhattan,PM,12,30,42,1820,0.73,1.521243174508191,16.48,59.23
Queens,Brooklyn,PM,7,45,33,1140,0.57,1.3888888888888888,14.5,50.22
EWR,EWR,AM,4,0,0,9,0.73,1.7727272727272727,0.01,95.73
Queens,Brooklyn,PM,8,0,33,807,0.41,1.3862145774037866,14.0,50.13
Brooklyn,Queens,PM,4,15,49,70,0.02,1.3846153846153846,10.57,50.96
Manhattan,Manhattan,AM,4,0,10,458,0.79,1.440272007798176,4.71,16.57
EWR,Manhattan,AM,8,15,24,211,0.15,1.0,14.12,84.42
Bronx,Brooklyn,AM,4,30,39,676,0.29,1.0,17.24,65.24
Manhattan,EWR,AM,11,15,36,578,0.27,1.6907308377896613,17.3,96.66
Queens,Bronx,AM,2,0,28,627,0.37,1.3822222222222222,17.26,58.37
EWR,EWR,AM,3,45,0,10,0.91,1.5263157894736843,0.0,86.13
Staten Island,Manhattan,PM,7,15,76,425,0.09,1.0,17.45,84.68
Manhattan,Manhattan,AM,3,45,10,458,0.79,1.4399204521666318,8.08,16.34
Staten Island,Brooklyn,AM,12,30,28,324,0.19,1.0,0.03,47.32
Queens,Bronx,AM,1,45,28,627,0.37,1.3642384105960266,18.13,60.36
EWR,EWR,PM,10,30,1,32,0.97,1.4,0.0,68.54
Queens,Brooklyn,AM,5,30,30,793,0.44,1.3984921917070543,14.49,48.51
Brooklyn,Staten Island,PM,5,45,40,886,0.37,1.375,14.12,59.49
Manhattan,Manhattan,PM,10,30,11,217,0.32,1.4696961394087185,2.9,16.59
Brooklyn,Queens,AM,2,0,19,387,0.34,1.3666666666666667,5.82,25.19
Brooklyn,Queens,AM,1,45,18,648,0.59,1.376,5.85,25.41
Manhattan,Brooklyn,PM,5,45,33,971,0.49,1.3723811442385174,17.7,35.73
Brooklyn,Staten Island,PM,6,0,49,992,0.34,1.0,13.6,62.17
Queens,Staten Island,PM,3,15,69,990,0.24,1.5633802816901408,28.08,91.22
Manhattan,Brooklyn,PM,6,0,32,871,0.45,1.364394488759971,14.19,34.95
Staten Island,Bronx,PM,3,15,61,811,0.22,1.0,10.3,92.05
Staten Island,Manhattan,AM,5,0,63,987,0.26,1.0,13.0,78.32
Bronx,Queens,PM,9,45,23,1150,0.84,1.16,5.12,41.26
Bronx,Queens,AM,7,30,40,763,0.32,1.162162162162162,7.77,51.56
EWR,Brooklyn,AM,8,0,59,0,0.0,1.0,31.27,105.6
Queens,Manhattan,PM,7,45,34,1107,0.55,1.485834569860934,15.9,62.93
Manhattan,Brooklyn,AM,3,30,20,612,0.5,1.3976550079491257,47.49,28.37
Bronx,Manhattan,PM,3,30,31,1002,0.54,1.206896551724138,4.73,29.74
Queens,EWR,PM,3,30,85,1592,0.31,1.575,34.02,152.15
Staten Island,Brooklyn,AM,8,0,40,1511,0.62,1.0,9.34,41.38
Staten Island,Bronx,AM,1,0,47,138,0.05,1.0,0.0,78.63
Queens,Manhattan,PM,8,0,33,1094,0.56,1.476913730255164,14.77,60.64
Manhattan,Staten Island,PM,1,15,61,2098,0.57,1.1724137931034482,17.09,87.77
Queens,Staten Island,AM,1,0,39,411,0.18,1.2692307692307692,27.22,91.22
Staten Island,Brooklyn,PM,6,45,40,553,0.23,1.0,18.63,66.9
Brooklyn,Bronx,PM,6,30,52,912,0.29,1.0208333333333333,12.37,59.08
Staten Island,Staten Island,PM,2,15,44,3176,1.21,1.6,0.57,41.63
EWR,EWR,PM,5,45,0,47,1.93,1.797752808988764,0.55,98.75
Bronx,Brooklyn,PM,6,30,63,847,0.22,1.08,10.29,68.26
Queens,Manhattan,AM,5,30,33,1113,0.56,1.433349609375,16.6,64.07
Manhattan,Manhattan,PM,6,0,13,496,0.63,1.3925574638981455,3.22,16.86
Queens,EWR,AM,12,45,51,1095,0.36,1.6842105263157894,30.74,149.59
Queens,Bronx,PM,3,45,48,888,0.31,1.3856749311294765,15.83,61.59
Manhattan,Manhattan,PM,5,45,13,495,0.63,1.3920833311479537,3.61,17.12
Queens,Bronx,PM,4,0,48,1235,0.43,1.3203070481507326,14.13,57.72
EWR,EWR,PM,6,0,0,67,2.25,1.7091836734693877,0.43,107.21
Bronx,Manhattan,AM,12,45,19,539,0.48,1.3333333333333333,3.9,23.62
Manhattan,Queens,AM,9,45,31,945,0.5,1.4660640787668469,11.79,52.22
Manhattan,EWR,PM,1,30,42,756,0.3,1.6944980694980696,17.31,98.88
Brooklyn,Queens,PM,3,45,49,1236,0.42,1.3363636363636364,10.95,50.63
Manhattan,Bronx,PM,2,0,33,967,0.49,1.356313497822932,8.15,35.43
EWR,Manhattan,AM,7,45,38,0,0.0,2.0,13.09,71.16
Manhattan,EWR,AM,11,0,35,1344,0.65,1.6920415224913494,17.42,96.44
EWR,EWR,AM,3,30,3,671,3.5,1.6428571428571428,0.02,92.05
Queens,Brooklyn,PM,7,30,34,1187,0.58,1.3647465153570988,15.13,50.5
Queens,Bronx,AM,1,30,26,580,0.37,1.4301369863013698,16.97,58.72
Staten Island,Manhattan,PM,7,0,84,1494,0.3,1.0,7.13,78.95
Manhattan,EWR,AM,10,45,35,1422,0.68,1.660320641282565,17.43,96.85
Manhattan,Manhattan,AM,3,30,10,376,0.64,1.4491215435058658,3.89,16.29
Brooklyn,Queens,PM,4,0,49,1206,0.41,1.3898916967509023,11.01,52.66
Manhattan,Bronx,PM,1,45,31,851,0.45,1.331002331002331,8.05,35.08
Staten Island,Manhattan,PM,6,45,57,840,0.25,1.0,0.2,87.72
Manhattan,Bronx,AM,11,15,29,743,0.43,1.400297619047619,86.52,34.61
Staten Island,Manhattan,AM,4,30,40,0,0.0,1.0,0.0,79.1
Brooklyn,Queens,AM,1,30,22,2122,1.58,1.4326923076923077,5.71,25.57
Queens,Staten Island,PM,3,0,68,1229,0.3,1.5076923076923077,28.21,94.42
Bronx,Manhattan,AM,8,15,41,1133,0.46,1.08868501529052,177.56,35.18
Staten Island,Bronx,PM,2,45,89,3018,0.56,1.0,0.05,99.56
Queens,Staten Island,PM,2,45,63,1179,0.31,1.4266666666666667,27.62,90.53
Staten Island,Bronx,PM,3,0,70,1922,0.46,1.0,17.0,85.77
Queens,EWR,AM,8,15,62,1143,0.31,1.836065573770492,32.86,150.33
Bronx,Queens,PM,9,30,22,706,0.54,1.0,5.06,39.7
Manhattan,Brooklyn,PM,5,30,35,861,0.41,1.3822898799313894,6.37,36.1
Bronx,Staten Island,PM,10,15,50,0,0.0,1.0,0.0,94.2
Brooklyn,Staten Island,PM,5,30,38,1230,0.54,1.1428571428571428,15.03,59.38
Bronx,Bronx,AM,4,15,7,469,1.18,1.2134831460674158,1.5,23.52
Manhattan,Staten Island,PM,1,0,55,1427,0.43,1.0952380952380951,16.95,81.9
Queens,Staten Island,AM,12,15,39,753,0.32,1.4,25.58,93.75
EWR,Staten Island,PM,5,15,62,0,0.0,1.0,23.74,103.86
Brooklyn,Brooklyn,AM,2,15,11,1400,2.04,1.4102228047182177,2.64,19.04
Queens,Manhattan,PM,7,30,34,1052,0.51,1.4817064655774332,15.08,62.74
Staten Island,Brooklyn,AM,7,30,11,0,0.0,1.0,8.9,0.0
Staten Island,Bronx,AM,12,15,54,268,0.08,1.0,0.0,75.05
Manhattan,EWR,AM,6,15,31,458,0.24,1.6103416435826408,17.19,95.44
Queens,Bronx,PM,3,30,48,800,0.28,1.3635477582846005,16.83,60.68
Staten Island,Staten Island,PM,2,0,62,4494,1.2,1.0,1.24,62.79
Bronx,Manhattan,AM,12,30,20,693,0.57,1.25,4.69,25.06
EWR,EWR,PM,5,30,0,26,1.41,1.9595959595959596,0.2,102.48
Manhattan,Manhattan,PM,5,30,13,503,0.63,1.3971924801916278,3.15,17.0
Staten Island,Staten Island,PM,1,45,49,4226,1.42,1.6,1.83,57.57
Manhattan,EWR,PM,12,45,39,697,0.3,1.671418873048201,17.38,98.05
Manhattan,Staten Island,AM,10,15,49,1116,0.38,1.15625,18.02,77.14
Manhattan,Queens,AM,9,30,31,993,0.54,1.4596234144804223,11.71,52.36
Staten Island,EWR,AM,7,15,23,0,0.0,2.0,15.51,94.44
Queens,EWR,AM,12,30,50,604,0.2,1.368421052631579,29.71,140.3
Bronx,Bronx,PM,11,0,10,532,0.92,1.289855072463768,1.89,23.21
Bronx,Bronx,PM,10,45,9,562,1.07,1.323943661971831,1.84,23.81
EWR,Manhattan,PM,9,45,43,446,0.17,1.3333333333333333,19.88,93.48
Staten Island,Manhattan,PM,6,30,61,416,0.11,1.0,18.76,82.1
Brooklyn,Manhattan,AM,2,15,21,470,0.38,1.5092402464065708,5.8,30.15
Manhattan,Bronx,PM,1,30,31,929,0.5,1.3526392961876832,61.87,34.85
Queens,Bronx,AM,12,45,26,507,0.32,1.3947772657450077,15.79,57.3
Brooklyn,Queens,PM,3,30,47,1272,0.45,1.3275109170305677,11.02,50.01
Staten Island,Staten Island,AM,11,15,38,2263,1.0,1.0,0.12,72.93
EWR,Manhattan,AM,7,30,18,1100,0.99,1.0,9.32,40.17
Manhattan,EWR,AM,10,30,34,549,0.27,1.6555299539170507,17.26,95.46
Queens,EWR,AM,8,0,63,1202,0.32,1.56,33.04,151.43
Queens,Staten Island,PM,2,30,67,1170,0.29,1.431372549019608,26.89,92.46
Bronx,Manhattan,AM,8,0,41,1270,0.52,1.0971223021582734,338.17,34.47
Manhattan,Bronx,AM,11,0,29,840,0.49,1.3688925081433223,8.39,35.45
Bronx,Manhattan,AM,7,45,39,1262,0.54,1.1027190332326284,873.96,33.17
Manhattan,EWR,PM,8,15,37,614,0.27,1.5114503816793894,17.15,96.91
Brooklyn,Queens,AM,12,45,20,623,0.51,1.2848101265822784,6.53,28.38
Manhattan,Bronx,AM,10,45,27,671,0.41,1.3748974569319117,8.11,33.78
Brooklyn,Brooklyn,PM,4,15,18,1020,0.92,1.3619281045751634,2.55,20.63
Bronx,Bronx,PM,6,15,16,867,0.9,1.251063829787234,2.42,23.38
Bronx,Staten Island,PM,10,0,103,0,0.0,1.0,25.3,91.5
Queens,Queens,AM,10,15,15,1324,1.49,1.3787428328732214,5.44,25.55
Staten Island,Bronx,PM,2,30,81,1529,0.31,1.0,17.45,87.3
Queens,EWR,AM,7,45,50,4927,1.65,1.6666666666666667,34.41,154.47
Staten Island,Brooklyn,PM,9,30,40,0,0.0,1.0,22.7,64.55
Bronx,Bronx,AM,4,0,7,521,1.2,1.1724137931034482,1.53,20.07
Queens,Staten Island,AM,11,45,58,1197,0.34,1.53125,23.45,94.88
Queens,Staten Island,AM,12,0,41,589,0.24,1.5714285714285714,26.44,89.83
Staten Island,Bronx,AM,11,45,65,1248,0.32,1.0,11.05,88.66
Manhattan,Staten Island,PM,12,15,56,1543,0.46,1.3773584905660377,18.13,82.81
Brooklyn,Brooklyn,AM,2,0,11,466,0.71,1.4028950542822678,2.71,18.97
Queens,Bronx,AM,8,15,40,1046,0.43,1.4329738058551618,16.21,59.95
Bronx,Bronx,AM,3,45,9,756,1.4,1.2666666666666666,1.9,23.01
Staten Island,Bronx,AM,12,0,50,0,0.0,1.0,0.0,75.55
Manhattan,EWR,AM,6,0,31,1073,0.57,1.5956896551724138,17.28,96.06
Manhattan,EWR,AM,5,45,31,442,0.24,1.6247379454926625,19.05,96.87
Brooklyn,Brooklyn,AM,1,45,11,596,0.92,1.3928967813540512,2.6,19.15
Bronx,Staten Island,PM,5,15,112,1389,0.21,1.0,24.22,122.43
Manhattan,Bronx,AM,6,15,20,522,0.43,1.2627986348122866,7.74,29.97
EWR,Manhattan,PM,9,30,30,0,0.0,4.0,13.89,70.05
Brooklyn,Queens,AM,8,15,34,931,0.46,1.262857142857143,192.66,46.5
Manhattan,EWR,PM,12,30,38,648,0.28,1.6328467153284671,17.27,97.92
Bronx,Queens,AM,1,15,28,634,0.38,1.0,10.69,49.09
Staten Island,Staten Island,PM,1,30,33,2317,1.19,1.1428571428571428,1.96,54.79
Manhattan,Staten Island,AM,10,0,50,1561,0.52,1.2058823529411764,16.33,76.4
Brooklyn,Manhattan,PM,4,15,30,948,0.53,1.4871794871794872,5.25,32.83
Manhattan,Brooklyn,AM,9,45,27,863,0.53,1.3704594659610296,6.87,33.16
Staten Island,Staten Island,AM,10,45,32,1950,1.01,1.0,1.58,31.93
Queens,Queens,PM,12,15,15,1566,1.71,1.3650010497585556,5.3,27.05
Staten Island,Staten Island,AM,11,0,12,701,0.97,1.2,2.23,47.39
Staten Island,Bronx,AM,7,15,107,2699,0.42,1.0,29.13,82.38
Brooklyn,Manhattan,AM,1,45,21,617,0.49,1.4714285714285715,5.67,29.88
Queens,Staten Island,AM,7,15,51,726,0.24,1.6785714285714286,26.9,94.93
Brooklyn,Manhattan,AM,2,0,23,1322,0.96,1.5122448979591836,6.09,31.44
Bronx,Manhattan,PM,9,45,21,715,0.58,1.3333333333333333,5.56,31.01
Queens,EWR,PM,9,45,53,482,0.15,1.5,33.13,140.11
Brooklyn,Staten Island,AM,9,45,30,982,0.54,1.125,12.14,60.94
Queens,Bronx,AM,12,30,26,568,0.36,1.3764404609475032,15.68,56.0
Manhattan,Queens,PM,10,15,23,702,0.51,1.3652451407020598,6.51,31.91
Brooklyn,Brooklyn,PM,4,0,18,1011,0.94,1.375098502758077,2.45,19.34
Manhattan,EWR,PM,8,0,38,642,0.28,1.5046728971962615,17.22,95.49
Bronx,Manhattan,AM,7,30,39,1065,0.46,1.061662198391421,620.6,33.83
Queens,Queens,AM,10,0,15,1226,1.37,1.3560500695410291,5.49,25.53
Brooklyn,Brooklyn,PM,3,45,19,1218,1.05,1.3134328358208955,84.03,19.11
Queens,EWR,AM,7,30,64,1631,0.43,1.475,32.17,136.5
Manhattan,Staten Island,AM,5,15,38,317,0.14,1.0,22.3,72.33
Manhattan,EWR,PM,7,45,39,708,0.3,1.4987405541561714,17.47,94.92
EWR,Queens,PM,3,0,120,0,0.0,2.0,0.0,81.6
Brooklyn,Queens,AM,12,30,20,531,0.44,1.3287671232876712,5.94,27.25
Bronx,Bronx,PM,6,0,17,1018,1.03,1.2234848484848484,2.26,23.71
Bronx,Bronx,PM,5,45,17,790,0.75,1.2857142857142858,2.54,22.43
Manhattan,Bronx,AM,10,30,28,857,0.52,1.3535864978902954,7.97,34.13
Bronx,Queens,PM,3,15,45,989,0.37,1.0416666666666667,10.41,45.84
Manhattan,Manhattan,AM,9,45,12,552,0.75,1.3361552518990425,4.32,16.54
Staten Island,Bronx,AM,11,30,59,1050,0.3,1.0,27.87,81.77
Brooklyn,Brooklyn,AM,1,30,11,1325,1.97,1.3776150627615062,2.65,18.26
Bronx,Bronx,AM,3,30,7,526,1.33,1.1904761904761905,1.51,26.16
Manhattan,Staten Island,PM,12,0,60,2134,0.6,1.1538461538461535,18.79,76.06
Queens,Bronx,AM,7,45,42,1111,0.45,1.4172413793103449,16.24,60.21
EWR,EWR,AM,9,45,1,262,4.4,1.5573770491803278,0.47,102.64
Manhattan,EWR,AM,5,30,31,418,0.23,1.5643776824034334,345.37,95.99
Queens,Bronx,AM,8,0,42,1742,0.69,1.3980891719745223,16.73,60.54
Queens,Staten Island,AM,11,30,58,910,0.26,1.175,25.15,84.7
